,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,imdbId,title,releaseYear,releaseDate,genre,writers,actors,directors,sequel,hitFlop,rating,votes,runtimes
316,316,316,316,316,316,316,316,316,316,316,tt0437407,Parineeta,2005,10 Jun 2005,Drama | Musical | Romance,Saratchandra Chatterjee (novel) | Vidhu Vinod Chopra (screenplay) | Rekha Nigam (dialogue) | Pradeep Sarkar (screenplay),Saif Ali Khan | Vidya Balan | Sanjay Dutt | Dia Mirza,Pradeep Sarkar,0.0,3,7.3,8200.0,130.0
317,317,317,317,317,317,317,317,317,317,317,tt0438153,Let's Enjoy,2004,01 Oct 2004,Comedy,Siddharth Anand Kumar | Ankur Tewari,Shomendra Bose | Aashish Chaudhary | Roshni Chopra | Arzoo Govitrikar,Siddharth Anand Kumar | Ankur Tewari,0.0,1,6.6,108.0,108.0
318,318,318,318,318,318,318,318,318,318,318,tt0438875,Insan,2005,14 Jan 2005,Drama | War,Naeem-Ejaz (dialogue),Akshay Kumar | Ajay Devgn | Tusshar Kapoor | Esha Deol,K. Subhash,0.0,1,5.0,1147.0,141.0
319,319,319,319,319,319,319,319,319,319,319,tt0438894,Kisse Pyaar Karo?n,2009,27 Feb 2009,Action | Comedy | Crime,Shabbir Ahmed (lyrics) | Yunus Sajawal (screenplay),Arshad Warsi | Aashish Chaudhary | Yash Tonk | Udita Goswami,Ajay Chandhok,0.0,1,3.7,118.0,123.0
320,320,320,320,320,320,320,320,320,320,320,tt0438981,Silsiilay,2005,17 Jun 2005,Drama,Khalid Mohamed (story),Tabu | Bhoomika Chawla | Riya Sen | Celina Jaitly,Khalid Mohamed,0.0,1,4.2,654.0,134.0
321,321,321,321,321,321,321,321,321,321,321,tt0439662,Fanaa,2006,26 May 2006,Drama | Musical | Romance,Shibani Bathija (screenplay) | Shibani Bathija (story) | Shibani Bathija,Aamir Khan | Kajol | Rishi Kapoor | Tabu,Kunal Kohli,0.0,7,7.2,28546.0,168.0
322,322,322,322,322,322,322,322,322,322,322,tt0439754,Pyaar Mein Twist,2005,02 Sep 2005,Comedy | Drama | Musical,Sushma Ahuja (story) | Sameer (lyrics),Rishi Kapoor | Dimple Kapadia | Vikas Bhalla | Emma Bunton,Hriday Shetty,0.0,1,6.0,154.0,123.0
323,323,323,323,323,323,323,323,323,323,323,tt0439872,Wajahh: A Reason to Kill,2004,08 Oct 2004,Thriller,Ghalib Asadbhopali (dialogue) | Tony Mirrcandani (story) | Sandeep Patel (screenplay),Arbaaz Khan | Gracy Singh | Shamita Shetty | Zulfi Sayed,Gautam Adhikari,0.0,1,4.3,60.0,
324,324,324,324,324,324,324,324,324,324,324,tt0441048,Dhoom:2,2006,24 Nov 2006,Action | Thriller,Vijay Krishna Acharya (screenplay) | Vijay Krishna Acharya (dialogue) | Aditya Chopra (story),Abhishek Bachchan | Uday Chopra | Hrithik Roshan | Aishwarya Rai Bachchan,Sanjay Gadhvi,1.0,8,6.5,21249.0,152.0
325,325,325,325,325,325,325,325,325,325,325,tt0442606,Mulaqaat,2002,,Drama | Thriller,,Vinay Anand | Arun Bakshi | Rita Bhaduri | Milind Gunaji,K. Ravi Shankar,0.0,1,,,
326,326,326,326,326,326,326,326,326,326,326,tt0442764,Dil Jo Bhi Kahey...,2005,23 Sep 2005,Romance,Romesh Sharma,Amitabh Bachchan | Revathy | Karan Sharma | Annabelle Wallis,Romesh Sharma,0.0,1,4.9,300.0,144.0
327,327,327,327,327,327,327,327,327,327,327,tt0442799,Kis Kis Ki Kismat,2004,22 Oct 2004,Comedy,Umesh Shukla,Mallika Sherawat | Rati Agnihotri | Kurush Deboo | Tinnu Anand,Govind Menon,0.0,1,2.6,122.0,142.0
328,328,328,328,328,328,328,328,328,328,328,tt0442855,Vaada,2005,07 Jan 2005,Romance | Mystery | Drama,Rumi Jaffery,Arjun Rampal | Zayed Khan | Ameesha Patel | Alok Nath,Satish Kaushik,0.0,2,5.7,740.0,122.0
329,329,329,329,329,329,329,329,329,329,329,tt0443208,Rog,2005,07 Jan 2005,Mystery | Romance | Thriller,Mahesh Bhatt | Subodh Chopra (dialogue) | Niranjan Iyengar (dialogue),Irrfan Khan | Suhel Seth | Himanshu Malik | Shyamoli Varma,Himanshu Brahmbhatt,0.0,1,5.1,380.0,115.0
330,330,330,330,330,330,330,330,330,330,330,tt0443331,Milenge Milenge,2010,09 Jul 2010,Drama | Romance,Shiraz Ahmed (dialogue) | Shiraz Ahmed (story),Kareena Kapoor | Shahid Kapoor | Aarti Chhabria | Delnaaz Irani,Satish Kaushik,0.0,2,4.1,1556.0,109.0
331,331,331,331,331,331,331,331,331,331,331,tt0443594,Naina,2005,20 May 2005,Drama | Horror | Mystery,Shripal Morakhia (story) | Sagar Pandya | Anjum Rajabali,Urmila Matondkar | Anuj Sawhney | Malavikka | Amardeep Jha,Shripal Morakhia,0.0,2,4.3,706.0,104.0
332,332,332,332,332,332,332,332,332,332,332,tt0443708,Page 3,2005,21 Jan 2005,Drama,Nina Arora (screenplay) | Madhur Bhandarkar (dialogue) | Sanjeev Dutta (dialogue) | Manoj Tyagi (screenplay),Konkona Sen Sharma | Atul Kulkarni | Sandhya Mridul | Tara Sharma,Madhur Bhandarkar,0.0,5,7.3,6257.0,139.0
333,333,333,333,333,333,333,333,333,333,333,tt0444767,A Sublime Love Story: Barsaat,2005,19 Aug 2005,Romance,Suneel Darshan (story) | Robin Bhatt (screenplay) | Shyam Goel (screenplay) | Rumi Jaffery (dialogue) | K.K. Singh (dialogue),Bobby Deol | Bipasha Basu | Priyanka Chopra | Gajendra Chouhan,Suneel Darshan,0.0,3,4.2,513.0,143.0
334,334,334,334,334,334,334,334,334,334,334,tt0444769,Blackmail,2005,28 Jan 2005,Action | Drama | Thriller,Robin Bhatt (story) | Javed Siddiqui (dialogue),Ajay Devgn | Sunil Shetty | Priyanka Chopra | Dia Mirza,Anil Devgan,0.0,1,4.3,553.0,126.0
335,335,335,335,335,335,335,335,335,335,335,tt0444781,Deewane Huye Paagal,2005,25 Nov 2005,Comedy | Romance,Kiran Kotrial (story) | Neeraj Vora (dialogue) | Abbas Hirapurwala (dialogue),Akshay Kumar | Sunil Shetty | Shahid Kapoor | Rimi Sen,Vikram Bhatt,0.0,2,5.4,3978.0,158.0
336,336,336,336,336,336,336,336,336,336,336,tt0444820,Fareb,2005,,Drama | Thriller,Girish Dhamija (dialogue) | Bijesh Jayarajan (screenplay) | Bijesh Jayarajan (story),Shilpa Shetty | Manoj Bajpayee | Shamita Shetty | Parmeet Sethi,Deepak Tijori,0.0,1,4.2,144.0,129.0
337,337,337,337,337,337,337,337,337,337,337,tt0444840,Humko Deewana Kar Gaye,2006,14 Apr 2006,Romance,Sudhanshu Dube (additional dialogue) | Raj Kanwar,Akshay Kumar | Katrina Kaif | Bipasha Basu | Bhagyashree,Raj Kanwar,0.0,2,5.4,3629.0,155.0
338,338,338,338,338,338,338,338,338,338,338,tt0444849,Karam,2005,11 Mar 2005,Crime | Thriller,Suparn Verma (story),John Abraham | Priyanka Chopra | Bharat Dabholkar | Vishwajeet Pradhan,Sanjay F. Gupta,0.0,2,5.6,1178.0,117.0
339,339,339,339,339,339,339,339,339,339,339,tt0444874,Main Aisa Hi Hoon,2005,06 May 2005,Musical | Drama,Harry Baweja (story) | Bhavani Iyer (screenplay) | Anurag Kashyap (dialogue),Ajay Devgn | Sushmita Sen | Esha Deol | Anupam Kher,Harry Baweja,0.0,1,4.8,897.0,162.0
340,340,340,340,340,340,340,340,340,340,340,tt0444913,Tango Charlie,2005,25 Mar 2005,Action | Drama | War,Mani Shankar (dialogue) | Mani Shankar (screenplay),Ajay Devgn | Bobby Deol | Sanjay Dutt | Sunil Shetty,Mani Shankar,0.0,1,6.1,1414.0,142.0
341,341,341,341,341,341,341,341,341,341,341,tt0444915,Tathastu,2006,,Drama,,Sanjay Dutt | Ameesha Patel | Jayapradha | Gulshan Grover,Anubhav Sinha,0.0,1,4.5,384.0,113.0
342,342,342,342,342,342,342,342,342,342,342,tt0445022,Jurm,2005,10 Feb 2005,Thriller,,Bobby Deol | Lara Dutta | Milind Gunaji | Shakti Kapoor,Vikram Bhatt,0.0,1,5.7,395.0,150.0
343,343,343,343,343,343,343,343,343,343,343,tt0445056,Sheesha,2005,11 Feb 2005,Drama | Romance | Thriller,Sanjay Masoom (dialogue) | A. Muthu (story) | Ashu Trikha (screenplay),Neha Dhupia | Elidh MacQueen | Niju Mavani | Nares Ngamseera,Ashu Trikha,0.0,1,3.5,233.0,
344,344,344,344,344,344,344,344,344,344,344,tt0447235,Kiss Kis Ko,2004,,Musical,Pankaj Kapoor,Chaitanya Bhosle | Sherrin Verghese | Bhumika Puri | Aparna Kumesh,Sharad Sharan,0.0,1,4.8,18.0,119.0
345,345,345,345,345,345,345,345,345,345,345,tt0447890,Chaahat Ek Nasha...,2005,11 Feb 2005,Romance,,Aryan Vaid | Manisha Koirala | Preeti Jhangiani | Sharad S. Kapoor,Jay Prakash | Surya Prakash,0.0,1,4.0,67.0,140.0
346,346,346,346,346,346,346,346,346,346,346,tt0448121,Sins,2005,25 Feb 2005,Drama | Romance,,Vinod Pande | Shiney Ahuja | Seema Rahmani,Vinod Pande,0.0,2,4.3,354.0,138.0
347,347,347,347,347,347,347,347,347,347,347,tt0448206,Bunty Aur Babli,2005,27 May 2005,Adventure | Comedy | Crime,Aditya Chopra (story) | Jaideep Sahni (screenplay) | Jaideep Sahni (dialogue),Amitabh Bachchan | Rani Mukerji | Abhishek Bachchan | Kiran Juneja,Shaad Ali,0.0,7,6.2,5618.0,170.0
348,348,348,348,348,348,348,348,348,348,348,tt0449189,Banaras,2006,07 Apr 2006,Musical | Drama,Javed Siddiqui (dialogue) | L.C. Singh,Urmila Matondkar | Ashmit Patel | Dimple Kapadia | Raj Babbar,Pankaj Parashar,0.0,1,6.3,296.0,122.0
349,349,349,349,349,349,349,349,349,349,349,tt0449228,Dosti: Friends Forever,2005,23 Dec 2005,Romance,Suneel Darshan (story) | Robin Bhatt (screenplay) | Shyam Goel (screenplay) | Rumi Jaffery (screenplay) | K.K. Singh (screenplay),Akshay Kumar | Bobby Deol | Kareena Kapoor | Lara Dutta,Suneel Darshan,0.0,2,5.9,2245.0,136.0
350,350,350,350,350,350,350,350,350,350,350,tt0449306,Lucky: No Time for Love,2005,08 Apr 2005,Musical | Drama | Romance,Radhika Rao | Vinay Sapru | Milap Zaveri (dialogue),Salman Khan | Sneha Ullal | Mithun Chakraborty | Kader Khan,Radhika Rao | Vinay Sapru,0.0,3,4.8,2890.0,180.0
351,351,351,351,351,351,351,351,351,351,351,tt0449389,Shaadi No. 1,2005,03 Nov 2005,Comedy,,Fardeen Khan | Zayed Khan | Sharman Joshi | Esha Deol,David Dhawan,0.0,2,3.6,754.0,129.0
352,352,352,352,352,352,352,352,352,352,352,tt0449870,Chehraa,2005,18 Feb 2005,Thriller,Saurabh Shukla,Bipasha Basu | Dino Morea | Preeti Jhangiani | Irrfan Khan,Saurabh Shukla,0.0,1,4.3,106.0,136.0
353,353,353,353,353,353,353,353,353,353,353,tt0449982,Hum Dum,2005,11 Feb 2005,Comedy | Romance,Ghalib Asadbhopali (dialogue) | Kushan Nandy (story) | Kiran Shroff,Romit Raaj | Anjana Sukhani | Benjamin Gilani | Tanvi Azmi,Kushan Nandy,0.0,1,7.0,91.0,
354,354,354,354,354,354,354,354,354,354,354,tt0449994,Jodhaa Akbar,2008,15 Feb 2008,Action | Adventure | Biography,Haidar Ali (story) | Haidar Ali (screenplay) | Ashutosh Gowariker (screenplay) | K.P. Saxena (dialogue),Hrithik Roshan | Aishwarya Rai Bachchan | Sonu Sood | Poonam Sinha,Ashutosh Gowariker,0.0,5,7.6,26599.0,213.0
355,355,355,355,355,355,355,355,355,355,355,tt0449999,Kabhi Alvida Naa Kehna,2006,11 Aug 2006,Drama,Karan Johar (story) | Shibani Bathija (screenplay) | Karan Johar (screenplay) | Niranjan Iyengar (dialogue),Shah Rukh Khan | Rani Mukerji | Amitabh Bachchan | Preity Zinta,Karan Johar,0.0,5,6.1,16681.0,193.0
356,356,356,356,356,356,356,356,356,356,356,tt0451631,Apaharan,2005,02 Dec 2005,Action | Crime | Drama,Prakash Jha (dialogue) | Prakash Jha (screenplay) | Prakash Jha (story) | Shridhar Raghavan (screenplay) | Anjum Rajabali (script consultant) | Manoj Tyagi (screenplay),Ajay Devgn | Nana Patekar | Bipasha Basu | Ayub Khan,Prakash Jha,0.0,5,7.4,3739.0,173.0
357,357,357,357,357,357,357,357,357,357,357,tt0451639,Bachke Rehna Re Baba,2005,03 Jun 2005,Comedy,Robin Bhatt (screenplay) | Robin Bhatt (story) | Umesh Shukla (dialogue) | Umesh Shukla (screenplay) | Umesh Shukla (story),Rekha | Mallika Sherawat | Paresh Rawal | Satish Shah,Govind Menon,0.0,2,2.9,189.0,130.0
358,358,358,358,358,358,358,358,358,358,358,tt0451787,Kyon Ki...,2005,03 Nov 2005,Drama | Romance,Sanjay Chhel (dialogue),Salman Khan | Kareena Kapoor | Rimi Sen | Jackie Shroff,Priyadarshan,0.0,2,5.5,3173.0,160.0
359,359,359,359,359,359,359,359,359,359,359,tt0451803,Maine Pyaar Kyun Kiya,2005,15 Jul 2005,Comedy | Drama | Romance,Sanjay Chhel (dialogues) | Rumi Jaffery (screenplay) | Sameer (lyrics),Salman Khan | Sushmita Sen | Katrina Kaif | Sohail Khan,David Dhawan,0.0,5,5.6,4028.0,145.0
360,360,360,360,360,360,360,360,360,360,360,tt0451824,My Wife's Murder,2005,19 Aug 2005,Thriller,Atul Sabharwal,Anil Kapoor | Suchitra Krishnamoorthi | Nandana Sen | Rajesh Tandon,Jijy Philip,0.0,2,6.2,822.0,103.0
361,361,361,361,361,361,361,361,361,361,361,tt0451833,No Entry,2005,26 Aug 2005,Comedy | Drama | Musical,Anees Bazmee,Anil Kapoor | Salman Khan | Fardeen Khan | Bipasha Basu,Anees Bazmee,0.0,7,6.6,9495.0,158.0
362,362,362,362,362,362,362,362,362,362,362,tt0451850,Paheli,2005,24 Jun 2005,Fantasy | Romance,Vijayadan Detha (novel) | Vijayadan Detha (story) | Sandhya Gokhale (dialogue) | Sandhya Gokhale (screenplay) | Amol Palekar (story),Shah Rukh Khan | Anupam Kher | Rani Mukerji | Amitabh Bachchan,Amol Palekar,0.0,3,6.7,11593.0,140.0
363,363,363,363,363,363,363,363,363,363,363,tt0451919,Socha Na Tha,2005,04 Mar 2005,Romance | Comedy,Imtiaz Ali,Abhay Deol | Ayesha Takia | Ayesha Jhulka | Apoorva Jha,Imtiaz Ali,0.0,2,7.5,6634.0,137.0
364,364,364,364,364,364,364,364,364,364,364,tt0451983,Zeher,2005,25 Mar 2005,Thriller,Mahesh Bhatt (screenplay),Emraan Hashmi | Shamita Shetty | Udita Goswami | Sameer Kochhar,Mohit Suri,0.0,4,5.4,1656.0,132.0
365,365,365,365,365,365,365,365,365,365,365,tt0453582,7 1/2 Phere: More Than a Wedding,2005,29 Jul 2005,Comedy | Drama,Subrat Sinha (lyrics) | Honey Trehan (lyrics) | Ishaan Trivedi,Juhi Chawla | Irrfan Khan | Manoj Pahwa | Nina Kulkarni,Ishaan Trivedi,0.0,1,5.4,217.0,136.0
366,366,366,366,366,366,366,366,366,366,366,tt0453671,Garam Masala,2005,03 Nov 2005,Comedy,Priyadarshan (screenplay) | Neeraj Vora (dialogue) | Priyadarshan (story),Akshay Kumar | John Abraham | Paresh Rawal | Rimi Sen,Priyadarshan,0.0,6,6.8,11872.0,146.0
367,367,367,367,367,367,367,367,367,367,367,tt0453729,Iqbal,2005,20 Jan 2006,Drama,Nagesh Kukunoor,Naseeruddin Shah | Girish Karnad | Shreyas Talpade | Shweta Prasad,Nagesh Kukunoor,0.0,4,8.1,14334.0,132.0
368,368,368,368,368,368,368,368,368,368,368,tt0453748,Kuchh Meetha Ho Jaye,2005,15 Apr 2005,Comedy | Romance,Samar Khan (story) | Rohit Malhotra (dialogue) | Rohit Malhotra (screenplay) | Rohit Malhotra (story),Arshad Warsi | Mahima Chaudhry | Parvin Dabas | Sandhya Mridul,Samar Khan,0.0,1,3.6,265.0,125.0
369,369,369,369,369,369,369,369,369,369,369,tt0454396,Aryan: Unbreakable,2006,15 Dec 2006,Drama,Abhishek Kapoor,Sohail Khan | Sneha Ullal | Inder Kumar | Farida Jalal,Abhishek Kapoor,0.0,1,4.6,274.0,135.0
370,370,370,370,370,370,370,370,370,370,370,tt0454429,Chingaari,2006,17 Feb 2006,Drama,Bhupen Hazarika (story) | Kalpana Lajmi (dialogue) | Kalpana Lajmi (screenplay),Sushmita Sen | Mithun Chakraborty | Anuj Sawhney | Ila Arun,Kalpana Lajmi,0.0,1,4.7,162.0,155.0
371,371,371,371,371,371,371,371,371,371,371,tt0456144,Lage Raho Munna Bhai,2006,01 Sep 2006,Comedy | Drama | Romance,Vidhu Vinod Chopra (screenplay) | Rajkumar Hirani | Abhijit Joshi (screenplay),Sanjay Dutt | Arshad Warsi | Vidya Balan | Boman Irani,Rajkumar Hirani,1.0,8,8.1,38015.0,144.0
372,372,372,372,372,372,372,372,372,372,372,tt0456165,Salaam Namaste,2005,09 Sep 2005,Comedy | Drama | Romance,Siddharth Anand (screenplay) | Abbas Tyrewala (dialogue),Saif Ali Khan | Preity Zinta | Arshad Warsi | Tania Zaetta,Siddharth Anand,0.0,6,6.2,6033.0,158.0
373,373,373,373,373,373,373,373,373,373,373,tt0456413,Fight Club: Members Only,2006,17 Feb 2006,Action | Comedy,Vikram Chopra (screenplay) | Sohail Khan (dialogue) | Sohail Khan (screenplay) | Sohail Khan (story) | Mayur Puri (dialogue),Sunil Shetty | Sohail Khan | Zayed Khan | Dino Morea,Vikram Chopra,0.0,2,3.3,1233.0,140.0
374,374,374,374,374,374,374,374,374,374,374,tt0456481,Jaan-E-Mann: Let's Fall in Love... Again,2006,20 Oct 2006,Musical | Romance,Shirish Kunder (dialogue) | Shirish Kunder (screenplay) | Shirish Kunder (story),Salman Khan | Akshay Kumar | Preity Zinta | Anupam Kher,Shirish Kunder,0.0,2,6.4,7420.0,165.0
375,375,375,375,375,375,375,375,375,375,375,tt0456500,Kyaa Kool Hai Hum,2005,06 May 2005,Comedy | Mystery,Sachin Yardi (story) | Pankaj Trivedi (story),Tusshar Kapoor | Ritesh Deshmukh | Isha Koppikar | Neha Dhupia,Sangeeth Sivan,0.0,6,6.1,2867.0,172.0
376,376,376,376,376,376,376,376,376,376,376,tt0456549,Mr Ya Miss,2005,02 Dec 2005,Comedy,Antara Mali (screenplay) | Antara Mali (story) | Raghuvir Shekhawat (dialogue),Antara Mali | Ritesh Deshmukh | Divya Dutta | Aftab Shivdasani,Antara Mali | Satchit Puranik,0.0,2,3.8,404.0,136.0
377,377,377,377,377,377,377,377,377,377,377,tt0456558,Nazar,2005,20 May 2005,Thriller,Mahesh Bhatt | Anand Sivakumaran (screenplay),Meera | Ashmit Patel | Koel Purie | Neena Gupta,Soni Razdan,0.0,2,4.9,99.0,138.0
378,378,378,378,378,378,378,378,378,378,378,tt0457875,Ek Ajnabee,2005,09 Dec 2005,Action | Adventure | Crime,Apoorva Lakhia (screenplay) | Manoj Tyagi (screenplay) | Manoj Tyagi (dialogue),Amitabh Bachchan | Arjun Rampal | Perizaad Zorabian | Rucha Vaidya,Apoorva Lakhia,0.0,2,5.3,1457.0,142.0
379,379,379,379,379,379,379,379,379,379,379,tt0457940,Home Delivery: Aapko... Ghar Tak,2005,02 Dec 2005,Comedy | Romance,Sujoy Ghosh (screenplay) | Sujoy Ghosh (story) | Suresh Nair (dialogue) | Suresh Nair (story) | Ritesh Shah (dialogue) | Milap Zaveri (dialogue),Vivek Oberoi | Mahima Chaudhry | Ayesha Takia | Boman Irani,Sujoy Ghosh,0.0,1,3.4,533.0,151.0
380,380,380,380,380,380,380,380,380,380,380,tt0458017,Mixed Doubles,2006,10 Feb 2006,Comedy | Drama,Rajat Kapoor (script) | Anurag Kashyap (dialogues),Konkona Sen Sharma | Ranvir Shorey | Koel Purie | Saurabh Shukla,Rajat Kapoor,0.0,2,6.5,598.0,91.0
381,381,381,381,381,381,381,381,381,381,381,tt0458027,Mumbai Godfather,2005,22 Sep 2005,Action | Crime | Drama,Farhad Bhiwandiwala (lyrics) | Salim Hyder | Jeetendra S. Shukla (lyrics) | Deepak Balraj Vij,Seema Biswas | Vikram Singh | Bhumika | Govind Namdeo,Deepak Balraj Vij,0.0,1,3.9,20.0,
382,382,382,382,382,382,382,382,382,382,382,tt0459133,Shabnam Mausi,2005,20 May 2005,Drama,Aadesh K. Arjun | Yogesh Bharadwaj | S. Sachinder,Ashutosh Rana | Sujeet Chaubey | Divya Desai | Jasvvant Khera,Yogesh Bharadwaj,0.0,1,6.3,45.0,150.0
383,383,383,383,383,383,383,383,383,383,383,tt0459293,"Gandhi, My Father",2007,27 Jul 2007,Biography | Drama | History,Chandulal Dalal (book) | Feroz Abbas Khan | Neelamben Parikh (book),Akshaye Khanna | Darshan Jariwala | Shefali Shetty | Bhoomika Chawla,Feroz Abbas Khan,0.0,1,7.4,1483.0,136.0
384,384,384,384,384,384,384,384,384,384,384,tt0459423,Kahaani Gudiya Ki...: True Story of a Woman,2008,11 Apr 2008,Drama,Ashok Hamrahi | Madan Pal (lyrics),Divya Dutta | Arif Zakaria | Rajpal Yadav | Somed Agarwal,Prabhakar Shukla,0.0,1,5.9,28.0,112.0
385,385,385,385,385,385,385,385,385,385,385,tt0459475,Naam Gum Jaayega,2005,10 Apr 2005,Thriller,Amol Shetge,Raqesh Vashisth | Dia Mirza | Aryan Vaid | Mandira Bedi,Amol Shetge,0.0,1,6.0,72.0,125.0
386,386,386,386,386,386,386,386,386,386,386,tt0459605,Eklavya: The Royal Guard,2007,16 Feb 2007,Action | Drama | Thriller,Vidhu Vinod Chopra | Abhijit Joshi | Swanand Kirkire (dialogue),Amitabh Bachchan | Saif Ali Khan | Sanjay Dutt | Vidya Balan,Vidhu Vinod Chopra,0.0,2,6.2,2932.0,105.0
387,387,387,387,387,387,387,387,387,387,387,tt0461209,Ek Khiladi Ek Haseena,2005,18 Nov 2005,Comedy | Crime | Thriller,Suparn Verma (story),Fardeen Khan | Koena Mitra | Kay Kay Menon | Rakhi Sawant,Suparn Verma,0.0,2,5.9,539.0,143.0
388,388,388,388,388,388,388,388,388,388,388,tt0461258,Kal: Yesterday and Tomorrow,2005,09 Dec 2005,Drama | Mystery | Thriller,Ruchi Narain,Shiney Ahuja | Murad Ali | Ahmed Chaudhary | Gopi Desai,Ruchi Narain,0.0,1,6.5,109.0,120.0
389,389,389,389,389,389,389,389,389,389,389,tt0461323,Pyare Mohan,2006,21 Apr 2006,Comedy | Drama | Romance,Milap Zaveri (story) | Tushar Hiranandani (story) | Milap Zaveri (screenplay) | Tushar Hiranandani (screenplay) | Milap Zaveri (dialogue),Fardeen Khan | Vivek Oberoi | Esha Deol | Amrita Rao,Indra Kumar | Kookie V. Gulati,0.0,2,3.3,720.0,130.0
390,390,390,390,390,390,390,390,390,390,390,tt0461936,Don,2006,20 Oct 2006,Action | Crime | Thriller,Salim Khan (based on an original screenplay by) | Javed Akhtar (based on an original screenplay by) | Farhan Akhtar,Shah Rukh Khan | Priyanka Chopra | Arjun Rampal | Isha Koppikar,Farhan Akhtar,1.0,6,7.2,31639.0,171.0
391,391,391,391,391,391,391,391,391,391,391,tt0463279,2 October,2003,,Crime,,Ashutosh Rana | Saadhika | Sharat Saxena | Rocky Verma,Sunil Tiwari,0.0,1,5.3,29.0,122.0
392,392,392,392,392,392,392,392,392,392,392,tt0464160,Chup Chup Ke,2006,09 Jun 2006,Comedy | Drama | Romance,Priyadarshan (story) | Neeraj Vora (dialogue),Kareena Kapoor | Shahid Kapoor | Paresh Rawal | Neha Dhupia,Priyadarshan | Kookie V. Gulati,0.0,4,6.7,6624.0,164.0
393,393,393,393,393,393,393,393,393,393,393,tt0466208,Bhairav,2001,,Action,,Hemant Birje | Mithun Chakraborty | Jack Gaud | Brij Gopal,T.L.V. Prasad,0.0,1,5.0,23.0,133.0
394,394,394,394,394,394,394,394,394,394,394,tt0466367,Chand Sa Roshan Chehra,2005,04 Mar 2005,Romance,Jalees Sherwani,Samir Aftab | Talat Aziz | Tamannaah Bhatia | Kurush Deboo,Shabah Shamsi,0.0,1,5.0,46.0,
395,395,395,395,395,395,395,395,395,395,395,tt0466398,Ssukh,2005,17 Jun 2005,Comedy | Family | Romance,,Aarti Chhabria | Jackie Shroff | Mahesh Anand | Rana Jung Bahadur,Kirti Kumar,0.0,1,5.3,49.0,
396,396,396,396,396,396,396,396,396,396,396,tt0466460,Khosla's Nest,2006,22 Sep 2006,Comedy | Crime | Drama,Jaideep Sahni (story),Anupam Kher | Boman Irani | Parvin Dabas | Tara Sharma,Dibakar Banerjee,0.0,4,8.3,19743.0,135.0
397,397,397,397,397,397,397,397,397,397,397,tt0466546,The Film,2005,25 Nov 2005,Drama | Thriller,Yash Chouhan (story) | Anand Dehelvi (screenplay) | Junaid Memon | Geetika Tondon (additional dialogue),Nassar Abdulla | Ravi Baswani | Rakesh Bedi | Mahima Chaudhry,Junaid Memon,0.0,1,6.5,78.0,144.0
398,398,398,398,398,398,398,398,398,398,398,tt0466580,Siskiyaan,2005,30 Sep 2005,Drama | Thriller,Sanjay Chauhan | Nida Fazli (lyrics),Sanjay Chauhan | Neha Dhupia | Sachin Khedekar | Preeti Puri,Ashwini Chaudhary,0.0,1,5.0,67.0,125.0
399,399,399,399,399,399,399,399,399,399,399,tt0470398,Kasak,2005,22 Jul 2005,Drama,Rajiv Babbar (screenplay) | Rajiv Babbar (story) | Sanjay Masoom (dialogue) | Sanjay Masoom (screenplay) | Neeraj Vora (screenplay),Lucky Ali | Meera | Mukesh Tiwari | Nandini,Rajiv Babbar,0.0,1,4.6,56.0,107.0
400,400,400,400,400,400,400,400,400,400,400,tt0470521,Saawan... The Love Season,2006,07 Apr 2006,Romance,Saawan Kumar Tak (screenplay) | Saawan Kumar Tak (story),Salman Khan | Saloni Aswani | Kapil Jhaveri | Prem Chopra,Saawan Kumar Tak,0.0,2,2.2,686.0,123.0
401,401,401,401,401,401,401,401,401,401,401,tt0470614,Yun Hota Toh Kya Hota: What If...?,2006,21 Jul 2006,Drama,Uttam Gada,Konkona Sen Sharma | Irrfan Khan | Ayesha Takia | Jimmy Shergill,Naseeruddin Shah,0.0,1,6.8,568.0,115.0
402,402,402,402,402,402,402,402,402,402,402,tt0470869,Neal 'N' Nikki,2005,09 Dec 2005,Comedy | Musical | Romance,Arjun Sablok (story) | Arjun Sablok (dialogue) | Anvita Dutt Guptan (additional screenplay) | Anvita Dutt Guptan (dialogue),Uday Chopra | Tanisha | Abhishek Bachchan | Richa Pallod,Arjun Sablok,0.0,2,3.3,1340.0,122.0
403,403,403,403,403,403,403,403,403,403,403,tt0471646,Darwaza Bandh Rakho,2006,04 Aug 2006,Comedy | Crime | Drama,J.D. Chakravarthi (screenplay) | Snehal Dabi (dialogue) | Musharaff Ali Khan (story) | Nitin Raikwar (lyrics),Ishrat Ali | Abhay Bhargav | Snehal Dabi | Divya Dutta,J.D. Chakravarthi,0.0,1,5.3,306.0,106.0
